"new_id","old_id","kind","title","old_relative_path","new_relative_path","migration_status","evidence_level"
"DEC-20260602T000000Z-mig-D20260602R010B5R2TRUEPATA762D","D20260602-R010B5R2-true-path-2024-smoke","decision","D20260602-R010B5R2 非线性回撤预算真实路径2024 Smoke通过","🔀 决策\D20260602-R010B5R2-非线性回撤预算真实路径2024Smoke通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R2TRUEPATA762D_D20260602-R010B5R2非线性回撤预算真实路径2024Smoke通过.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3PARTIAL43303","D20260602-R010B5R3-partial-replacement-boundary","decision","D20260602-R010B5R3 部分替代边界定义","🔀 决策\D20260602-R010B5R3-部分替代边界定义.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3PARTIAL43303_D20260602-R010B5R3部分替代边界定义.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI27753","D20260602-R010B5R3-sensitivity-cost-2024-smoke-pass","decision","D20260602-R010B5R3 参数敏感性与成本扰动2024Smoke通过","🔀 决策\D20260602-R010B5R3-参数敏感性与成本扰动2024Smoke通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI27753_D20260602-R010B5R3参数敏感性与成本扰动2024Smoke通过.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI8D8AD","D20260602-R010B5R3-sensitivity-cost-prereg","decision","D20260602-R010B5R3 参数敏感性与成本扰动预注册完成","🔀 决策\D20260602-R010B5R3-参数敏感性与成本扰动预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI8D8AD_D20260602-R010B5R3参数敏感性与成本扰动预注册完成.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3FOURSEG046CD","D20260602-R010B5R3-four-segment-sensitivity-cost-pass","decision","D20260602-R010B5R3 四段敏感性与成本扰动通过","🔀 决策\D20260602-R010B5R3-四段敏感性与成本扰动通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3FOURSEG046CD_D20260602-R010B5R3四段敏感性与成本扰动通过.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWO5E0B7","D20260602-R010B5R4-shadow-observation-preregistered","decision","D20260602-R010B5R4 默认关闭影子观察预注册完成","🔀 决策\D20260602-R010B5R4-默认关闭影子观察预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWO5E0B7_D20260602-R010B5R4默认关闭影子观察预注册完成.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R4FIELDAU83966","D20260602-R010B5R4-field-audit-first-pass","decision","D20260602-R010B5R4 平台字段审计首轮完成","🔀 决策\D20260602-R010B5R4-平台字段审计首轮完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R4FIELDAU83966_D20260602-R010B5R4平台字段审计首轮完成.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWL49DD5","D20260602-R010B5R4-shadow-log-2024-smoke-pass","decision","D20260602-R010B5R4 影子日志2024 Smoke通过","🔀 决策\D20260602-R010B5R4-影子日志2024Smoke通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWL49DD5_D20260602-R010B5R4影子日志2024Smoke通过.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5DRAWDOWNB19A21","D20260602-R010B5-drawdown-budget-proxy","decision","D20260602-R010B5 组合回撤预算动态缩放代理审计完成","🔀 决策\D20260602-R010B5-组合回撤预算动态缩放代理审计完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5DRAWDOWNB19A21_D20260602-R010B5组合回撤预算动态缩放代理审计完成.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010C1A0EXHAUSTA7485","D20260602-R010C1-A0-exhaustion-log-only","decision","D20260602-R010C1 A0失速预警仅日志层","🔀 决策\D20260602-R010C1-A0失速预警仅日志层.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010C1A0EXHAUSTA7485_D20260602-R010C1A0失速预警仅日志层.md","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R020B3COVERAGEGDF624","D20260602-R020-B3-coverage-gap-review","decision","D20260602-R020 B3 覆盖率缺口复盘完成","🔀 决策\D20260602-R020-B3覆盖率缺口复盘完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R020B3COVERAGEGDF624_D20260602-R020B3覆盖率缺口复盘完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R4SHADOWFE1B67","D20260603-R010B5R4-shadow-four-segment-event-proxy-observe","decision","D20260603-R010B5R4 四段Shadow审计通过事件代理观察中","🔀 决策\D20260603-R010B5R4-四段Shadow审计通过事件代理观察中.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R4SHADOWFE1B67_D20260603-R010B5R4四段Shadow审计通过事件代理观察中.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R1FAILU487EB","D20260603-R010B5R5R1-failure-attribution-revision-preregistered","decision","D20260603-R010B5R5R1 失败归因与公式修订预注册完成","🔀 决策\D20260603-R010B5R5R1-失败归因与公式修订预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R1FAILU487EB_D20260603-R010B5R5R1失败归因与公式修订预注册完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R1SUBSE1008B","D20260603-R010B5R5R1-subset-strict-review-observe","decision","D20260603-R010B5R5R1 窄条件严格复核观察级完成","🔀 决策\D20260603-R010B5R5R1-窄条件严格复核观察级完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R1SUBSE1008B_D20260603-R010B5R5R1窄条件严格复核观察级完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R2ENVLOF1A70","D20260603-R010B5R5R2-env-logging-fields-ready","decision","D20260603 R010B5R5R2 事件环境字段日志补全完成","🔀 决策\D20260603-R010B5R5R2-事件环境字段日志补全完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R2ENVLOF1A70_D20260603R010B5R5R2事件环境字段日志补全完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R2NEWSH6982C","D20260603-R010B5R5R2-new-shadow-low-median-ret-observe","decision","D20260603 R010B5R5R2 新样本复核与低MedianRet观察","🔀 决策\D20260603-R010B5R5R2-新样本复核与低MedianRet观察.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R2NEWSH6982C_D20260603R010B5R5R2新样本复核与低MedianRet观察.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R3LOWME6E2D0","D20260603-R010B5R5R3-low-median-ret-strict-review","decision","D20260603-R010B5R5R3 低MedianRet条件只读复核完成","🔀 决策\D20260603-R010B5R5R3-低MedianRet条件只读复核完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R3LOWME6E2D0_D20260603-R010B5R5R3低MedianRet条件只读复核完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R4LOWME395CD","D20260603-R010B5R5R4-low-median-oos-prereg","decision","D20260603-R010B5R5R4 低MedianRet样本外复核预注册完成","🔀 决策\D20260603-R010B5R5R4-低MedianRet样本外复核预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R4LOWME395CD_D20260603-R010B5R5R4低MedianRet样本外复核预注册完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTERFCF13","D20260603-R010B5R5-counterfactual-audit-failed","decision","D20260603-R010B5R5 严格Counterfactual审计未通过","🔀 决策\D20260603-R010B5R5-严格Counterfactual审计未通过.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTERFCF13_D20260603-R010B5R5严格Counterfactual审计未通过.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTER8ACDD","D20260603-R010B5R5-counterfactual-preregistered","decision","D20260603-R010B5R5 严格Counterfactual预注册完成","🔀 决策\D20260603-R010B5R5-严格Counterfactual预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTER8ACDD_D20260603-R010B5R5严格Counterfactual预注册完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S1FORMULAFC5A7","D20260603-R010B5S1-formula-component-map","decision","D20260603-R010B5S1 非线性仓位公式组件映射完成","🔀 决策\D20260603-R010B5S1-非线性仓位公式组件映射完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S1FORMULAFC5A7_D20260603-R010B5S1非线性仓位公式组件映射完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S2COMPONEAA806","D20260603-R010B5S2-component-readonly-audit","decision","D20260603-R010B5S2 波动率项与资金曲线状态组件级只读审计预注册完成","🔀 决策\D20260603-R010B5S2-波动率项与资金曲线状态组件级只读审计预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S2COMPONEAA806_D20260603-R010B5S2波动率项与资金曲线状态组件级只读审计预注册完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S3COMPONE981BE","D20260603-R010B5S3-component-diagnostics","decision","D20260603-R010B5S3 波动率状态与资金曲线修复组件诊断预注册完成","🔀 决策\D20260603-R010B5S3-波动率状态与资金曲线修复组件诊断预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S3COMPONE981BE_D20260603-R010B5S3波动率状态与资金曲线修复组件诊断预注册完成.md","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S4FORWARDAB15D","D20260603-R010B5S4-forward-sample-readiness","decision","D20260603-R010B5S4 前向样本可用性审计完成","🔀 决策\D20260603-R010B5S4-前向样本可用性审计完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S4FORWARDAB15D_D20260603-R010B5S4前向样本可用性审计完成.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604INTRADAY003ETFED8483","D20260604-INTRADAY-003-etf-execution-window-size-tier-candidate","decision","D20260604-INTRADAY-003 ETF专项执行窗口进入订单规模分层候选","🔀 决策\D20260604-INTRADAY-003-ETF专项执行窗口进入订单规模分层候选.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604INTRADAY003ETFED8483_D20260604-INTRADAY-003ETF专项执行窗口进入订单规模分层候选.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604INTRADAY004ETFDA093F","D20260604-INTRADAY-004-etf-dual-pool-trade-timing-change-rejected","decision","D20260604-INTRADAY-004 ETF双池买卖时机调整否决","🔀 决策\D20260604-INTRADAY-004-ETF双池买卖时机调整否决.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604INTRADAY004ETFDA093F_D20260604-INTRADAY-004ETF双池买卖时机调整否决.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4R1DEFAULT94761","D20260604-R010A4R1-default-off-implementation-audit-pass","decision","D20260604-R010A4R1 默认关闭实现审计通过","🔀 决策\D20260604-R010A4R1-默认关闭实现审计通过.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4R1DEFAULT94761_D20260604-R010A4R1默认关闭实现审计通过.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S22024SMO7A618","D20260604-R010A4S2-2024-smoke-no-trade-edge","decision","D20260604-R010A4S2 2024Smoke无交易边际","🔀 决策\D20260604-R010A4S2-2024Smoke无交易边际.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S22024SMO7A618_D20260604-R010A4S22024Smoke无交易边际.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S3SIMPLES1E0EB","D20260604-R010A4S3-simple-soft-score-no-backtest","decision","D20260604-R010A4S3 简单软排序候选暂不回测","🔀 决策\D20260604-R010A4S3-简单软排序候选暂不回测.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S3SIMPLES1E0EB_D20260604-R010A4S3简单软排序候选暂不回测.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S4TOP1FAS08CF8","D20260604-R010A4S4-top1-fast-weak-promote-s5","decision","D20260604-R010A4S4 Top1近端衰竭替换候选进入S5","🔀 决策\D20260604-R010A4S4-Top1近端衰竭替换候选进入S5.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S4TOP1FAS08CF8_D20260604-R010A4S4Top1近端衰竭替换候选进入S5.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S5OOSREJED236E","D20260604-R010A4S5-oos-reject-trade-promotion","decision","D20260604-R010A4S5 OOS否决交易化保留默认关闭","🔀 决策\D20260604-R010A4S5-OOS否决交易化保留默认关闭.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S5OOSREJED236E_D20260604-R010A4S5OOS否决交易化保留默认关闭.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S5TOP1FAS19CC2","D20260604-R010A4S5-top1-fast-weak-promote-oos","decision","D20260604-R010A4S5 Top1近端衰竭替换进入OOS默认关闭验证","🔀 决策\D20260604-R010A4S5-Top1近端衰竭替换进入OOS默认关闭验证.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S5TOP1FAS19CC2_D20260604-R010A4S5Top1近端衰竭替换进入OOS默认关闭验证.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S6ARCHIVEB4BBD","D20260604-R010A4S6-archive-readonly-diagnostic","decision","D20260604-R010A4S6 R010A4交易路径归档为只读诊断","🔀 决策\D20260604-R010A4S6-R010A4交易路径归档为只读诊断.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S6ARCHIVEB4BBD_D20260604-R010A4S6R010A4交易路径归档为只读诊断.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4SOFTRANKF4520F","D20260604-R010A4-soft-rank-field-implementation-audit","decision","D20260604-R010A4 软排序字段实现审计完成","🔀 决策\D20260604-R010A4-软排序字段实现审计完成.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4SOFTRANKF4520F_D20260604-R010A4软排序字段实现审计完成.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A5A2FILTERTB61F2","D20260604-R010A5-A2-filter-thin-antichurn-shadow","decision","D20260604-R010A5 A2过滤层稀薄换仓进入默认关闭Shadow","🔀 决策\D20260604-R010A5-A2过滤层稀薄换仓进入默认关闭Shadow.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A5A2FILTERTB61F2_D20260604-R010A5A2过滤层稀薄换仓进入默认关闭Shadow.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A6S3KEEPCURF40D7","D20260604-R010A6S3-keep-current-path-attribution","decision","D20260604-R010A6S3 保持旧仓失败归因为替代路径错误","🔀 决策\D20260604-R010A6S3-保持旧仓失败归因为替代路径错误.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A6S3KEEPCURF40D7_D20260604-R010A6S3保持旧仓失败归因为替代路径错误.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A6FILTERTHIF1C3F","D20260604-R010A6-filter-thin-keep-current-smoke-reject","decision","D20260604-R010A6 过滤层稀薄保持旧仓2024Smoke否决","🔀 决策\D20260604-R010A6-过滤层稀薄保持旧仓2024Smoke否决.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A6FILTERTHIF1C3F_D20260604-R010A6过滤层稀薄保持旧仓2024Smoke否决.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A7FILTERTHIE012B","D20260604-R010A7-filter-thin-alternative-target-readonly-reject","decision","D20260604-R010A7 过滤层稀薄替代目标只读否决","🔀 决策\D20260604-R010A7-过滤层稀薄替代目标只读否决.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A7FILTERTHIE012B_D20260604-R010A7过滤层稀薄替代目标只读否决.md","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A8FILTERTHI98CD9","D20260604-R010A8-filter-thin-top2-ret5-positive-top3-smoke-candidate","decision","D20260604-R010A8 过滤层稀薄Top2正ret5时Top3替代进入Smoke候选","🔀 决策\D20260604-R010A8-过滤层稀薄Top2正ret5时Top3替代进入Smoke候选.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A8FILTERTHI98CD9_D20260604-R010A8过滤层稀薄Top2正ret5时Top3替代进入Smoke候选.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A10A2LOWDIS81A24","D20260605-R010A10-a2-low-disp-small-gap-delay-shadow-candidate","decision","D20260605 R010A10 A2 换仓低离散小差距延迟确认进入默认关闭 Shadow 候选","🔀 决策\D20260605-R010A10-A2换仓低离散小差距延迟确认进入默认关闭Shadow候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A10A2LOWDIS81A24_D20260605R010A10A2换仓低离散小差距延迟确认进入默认关闭Shadow候选.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A10S1SHADOW67360","D20260605-R010A10S1-shadow-isolation-pass-low-trigger-capacity","decision","D20260605 R010A10S1 Shadow 四分段隔离通过但触发容量不足","🔀 决策\D20260605-R010A10S1-Shadow四分段隔离通过但触发容量不足.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A10S1SHADOW67360_D20260605R010A10S1Shadow四分段隔离通过但触发容量不足.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A120020A499","D20260605-R010A12-002","decision","D20260605-R010A12-002 lit_gate6 正式首轮转风险优先候选","🔀 决策\D20260605-R010A12-002-lit_gate6正式首轮转风险优先候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A120020A499_D20260605-R010A12-002lit_gate6正式首轮转风险优先候选.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A120034C556","D20260605-R010A12-003","decision","D20260605-R010A12-003 lit_gate6 四段验证不替代 hard5","🔀 决策\D20260605-R010A12-003-lit_gate6四段验证不替代hard5.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A120034C556_D20260605-R010A12-003lit_gate6四段验证不替代hard5.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A12001B6233","D20260605-R010A12-001","decision","D20260605-R010A12 顶刊文献过热门控进入 formal 候选","🔀 决策\D20260605-R010A12-顶刊文献过热门控进入formal候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A12001B6233_D20260605-R010A12顶刊文献过热门控进入formal候选.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOW25138E","D20260605-R010A9S3-shadow-2024-smoke-pass-no-live","decision","D20260605-R010A9S3 Shadow 2024 Smoke 交易隔离通过","🔀 决策\D20260605-R010A9S3-Shadow2024Smoke交易隔离通过.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOW25138E_D20260605-R010A9S3Shadow2024Smoke交易隔离通过.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWME239F","D20260605-R010A9S3-shadow-multisegment-smoke-pass-no-live","decision","D20260605-R010A9S3 Shadow 多分段 Smoke 交易隔离通过","🔀 决策\D20260605-R010A9S3-Shadow多分段Smoke交易隔离通过.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWME239F_D20260605-R010A9S3Shadow多分段Smoke交易隔离通过.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWF15A7F","D20260605-R010A9S3-shadow-four-segment-pass-no-live","decision","D20260605-R010A9S3 Shadow 四分段全覆盖交易隔离通过","🔀 决策\D20260605-R010A9S3-Shadow四分段全覆盖交易隔离通过.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWF15A7F_D20260605-R010A9S3Shadow四分段全覆盖交易隔离通过.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3NEGATIV01981","D20260605-R010A9S3-negative-trigger-guard-no-promotion","decision","D20260605-R010A9S3 负贡献收窄规则暂不推进","🔀 决策\D20260605-R010A9S3-负贡献收窄规则暂不推进.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3NEGATIV01981_D20260605-R010A9S3负贡献收窄规则暂不推进.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3FILTERT522F8","D20260605-R010A9-S3-filter-thin-top3-default-off-candidate","decision","D20260605-R010A9 S3 过滤层稀薄 Top3 替代进入默认关闭候选","🔀 决策\D20260605-R010A9-S3过滤层稀薄Top3替代进入默认关闭候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3FILTERT522F8_D20260605-R010A9S3过滤层稀薄Top3替代进入默认关闭候选.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3PROMOTEA1784","D20260605-R010A9S3-promote-shadow-observation-no-live","decision","D20260605-R010A9S3 进入默认关闭 Shadow 观察规格","🔀 决策\D20260605-R010A9S3-进入默认关闭Shadow观察规格.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3PROMOTEA1784_D20260605-R010A9S3进入默认关闭Shadow观察规格.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3EVENTTRFF926","D20260605-R010A9S3-event-tradability-review-no-live","decision","D20260605-R010A9S3 十五触发成交可用性复核暂不实盘","🔀 决策\D20260605-R010A9S3-十五触发成交可用性复核暂不实盘.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3EVENTTRFF926_D20260605-R010A9S3十五触发成交可用性复核暂不实盘.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3PREVISIBED4A","D20260605-R010A9S3-previsible-capacity-guard-preregister","decision","D20260605-R010A9S3 预可见容量护栏进入预注册候选","🔀 决策\D20260605-R010A9S3-预可见容量护栏进入预注册候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3PREVISIBED4A_D20260605-R010A9S3预可见容量护栏进入预注册候选.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S4HOTBRAN07EE6","D20260605-R010A9S4-hot-branch-2024-smoke-reject","decision","D20260605-R010A9S4 高热度窄主线热分支 2024 Smoke 否决","🔀 决策\D20260605-R010A9S4-高热度窄主线热分支2024Smoke否决.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S4HOTBRAN07EE6_D20260605-R010A9S4高热度窄主线热分支2024Smoke否决.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S5LIVEREACBC67","D20260605-R010A9S5-live-readiness-keep-shadow","decision","D20260605 R010A9S5 Live-Readiness 未通过保持 Shadow","🔀 决策\D20260605-R010A9S5-LiveReadiness未通过保持Shadow.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S5LIVEREACBC67_D20260605R010A9S5Live-Readiness未通过保持Shadow.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S5SECONDGA3C4D","D20260605-R010A9S5-second-guard-weak-preregister","decision","D20260605 R010A9S5 二级护栏弱候选进入预注册不交易化","🔀 决策\D20260605-R010A9S5-二级护栏弱候选进入预注册不交易化.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S5SECONDGA3C4D_D20260605R010A9S5二级护栏弱候选进入预注册不交易化.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S5CAPACIT8C374","D20260605-R010A9S5-capacity-shadow-isolation-pass","decision","D20260605 R010A9S5 容量护栏 Shadow 通过四分段隔离","🔀 决策\D20260605-R010A9S5-容量护栏Shadow通过四分段隔离.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S5CAPACIT8C374_D20260605R010A9S5容量护栏Shadow通过四分段隔离.md","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S6SHADOWI6363E","D20260605-R010A9S6-shadow-isolation-pass-no-live","decision","D20260605 R010A9S6 二级护栏 Shadow 通过四分段隔离但不交易化","🔀 决策\D20260605-R010A9S6-二级护栏Shadow通过四分段隔离但不交易化.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S6SHADOWI6363E_D20260605R010A9S6二级护栏Shadow通过四分段隔离但不交易化.md","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-1ETFB19AE","批次1-ETF动量轮动","archive","第一批期刊灵感索引","🔗 文献映射\批次1-ETF动量轮动.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-1ETFB19AE_第一批期刊灵感索引.md","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-3R010D5F439","批次3-R010D落地","archive","第三批顶刊灵感索引：R010-D适配","🔗 文献映射\批次3-R010D落地.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-3R010D5F439_第三批顶刊灵感索引：R010-D适配.md","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R2026052100171186","R20260521-001","experiment","R20260521-001 ETF双池波动率缩放仓位","🧪 实验\R20260521-001_ETF双池波动率缩放仓位.md","04_实验记录\EX-20260521T000000Z-mig-R2026052100171186_R20260521-001ETF双池波动率缩放仓位.md","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521002E8F95","R20260521-002","experiment","R20260521-002 ETF双池条件触发波动率风控","🧪 实验\R20260521-002_ETF双池条件触发波动率风控.md","04_实验记录\EX-20260521T000000Z-mig-R20260521002E8F95_R20260521-002ETF双池条件触发波动率风控.md","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R2026052100335636","R20260521-003","experiment","R20260521-003 ETF双池目标ETF自身急跌风控","🧪 实验\R20260521-003_ETF双池目标ETF自身急跌风控.md","04_实验记录\EX-20260521T000000Z-mig-R2026052100335636_R20260521-003ETF双池目标ETF自身急跌风控.md","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R202605210046E43A","R20260521-004","experiment","R20260521-004 ETF双池自身急跌排序惩罚","🧪 实验\R20260521-004_ETF双池自身急跌排序惩罚.md","04_实验记录\EX-20260521T000000Z-mig-R202605210046E43A_R20260521-004ETF双池自身急跌排序惩罚.md","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521005BE7AC","R20260521-005","experiment","R20260521-005 ETF双池Top5绝对动量准入防守","🧪 实验\R20260521-005_ETF双池Top5绝对动量准入防守.md","04_实验记录\EX-20260521T000000Z-mig-R20260521005BE7AC_R20260521-005ETF双池Top5绝对动量准入防守.md","migrated_unverified","legacy_raw"
