ex_id,rd_id,status,stage,name,hypothesis_summary,config_paths,result_paths,file,decision_ids,created_at_utc,updated_at_utc,novice_summary,next_action
EX-20260605T000000Z-mig-R202606050921DE42,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260605-092 顶刊文献启发过热拥挤判别研究计划,旧库机械迁移，待复核,E:/量化平台_V1.4.0/scripts/research/analyze_r010a12_literature_hot_gate.py,E:/量化平台_V1.4.0/results/v2/research/R010-A12/literature_hot_gate_proxy/,04_实验记录/EX-20260605T000000Z-mig-R202606050921DE42_R20260605-092顶刊文献启发过热拥挤判别研究计划.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260605T000000Z-mig-R20260605093A8E06,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260605-093 5到6分风险预算缩放研究计划,旧库机械迁移，待复核,E:/量化平台_V1.4.0/configs/research/R010-A13/score56_risk_budget/,E:/量化平台_V1.4.0/results/v2/research/R010-A13/score56_risk_budget/,04_实验记录/EX-20260605T000000Z-mig-R20260605093A8E06_R20260605-0935到6分风险预算缩放研究计划.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260523T000000Z-mig-S202605230011898F,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,S20260523-001: 小市值日内做T 11年回撤归因分析,旧库机械迁移，待复核,N/A,N/A,04_实验记录/EX-20260523T000000Z-mig-S202605230011898F_S20260523-001小市值日内做T11年回撤归因分析.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260523T000000Z-mig-S2026052300264EF6,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,S20260523-002: 复利年化100% + 最大回撤20%（无杠杆）目标可行性评估,旧库机械迁移，待复核,N/A,N/A,04_实验记录/EX-20260523T000000Z-mig-S2026052300264EF6_S20260523-002复利年化100%+最大回撤20%（无杠杆）目标可行性评估.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260605T131309Z-main-QCVT,RD-20260605T131301Z-main-KC7N,completed,readonly_audit_completed,主题簇主线确认只读审计预注册,固定主题标签和主题扩散强度能否解释 hot/raw Top1 相对基准的 H1/H3/H5/H10 收益差异,E:/量化平台_V1.4.0/configs/research/R010-THEME/EX-20260605T131309Z-main-QCVT/theme_cluster_mainline_readonly.json,E:/量化平台_V1.4.0/results/v2/research/R010-THEME/EX-20260605T131309Z-main-QCVT/,04_实验记录/EX-20260605T131309Z-main-QCVT_主题簇主线确认只读审计预注册.md,,2026-06-05T13:13:09Z,2026-06-05T13:18:52Z,主题簇 H10 均值优于非主题簇和负控，但胜率不稳定，只能作为 L1 观察,新开主题簇主线确认 formal V2 shadow 回测预注册
EX-20260605T133436Z-main-TZ5W,RD-20260605T131301Z-main-KC7N,completed,shadow_smoke_completed,主题簇主线确认Formal V2 Shadow预注册,固定主题表能否进入正式 V2 日志链路且不改变目标和订单,E:/量化平台_V1.4.0/configs/research/R010-THEME/EX-20260605T133436Z-main-TZ5W/theme_cluster_shadow_smoke_2025q1.json,E:/量化平台_V1.4.0/results/v2/research/R010-THEME/EX-20260605T133436Z-main-TZ5W/smoke_2025q1/,04_实验记录/EX-20260605T133436Z-main-TZ5W_主题簇主线确认Formal V2 Shadow预注册.md,,2026-06-05T13:34:36Z,2026-06-05T13:48:00Z,L1_engineering：57条action主题字段、57条shadow日志、changes_targets=true为0；不证明收益,新开四段formal V2 shadow观察，加入基准哈希、错位主题、随机主题和去主题消融
EX-20260605T140100Z-main-B7VH,RD-20260605T131301Z-main-KC7N,completed,four_segment_shadow_isolation_completed,主题簇主线确认四段Shadow观察与订单隔离审计,四段shadow-on/off配对验证主题字段稳定性和交易隔离,E:/量化平台_V1.4.0/configs/research/R010-THEME/EX-20260605T140100Z-main-B7VH/split/,E:/量化平台_V1.4.0/results/v2/research/R010-THEME/EX-20260605T140100Z-main-B7VH/summary/,04_实验记录/EX-20260605T140100Z-main-B7VH_主题簇主线确认四段Shadow观察与订单隔离审计.md,,2026-06-05T14:01:00Z,2026-06-05T15:56:00Z,L1_engineering：四段1542条shadow日志、changes_targets=true为0、normalized交易产物哈希16/16一致；不证明收益,已由EX-20260605T234635Z-main-CTRD完成收益归因，参考DEC-20260605T235338Z-main-WVZZ
EX-20260605T133336Z-main-UBVU,RD-20260605T133318Z-main-H6V3,completed,formal_key_window_done,非金融高分放行关键窗口失败复核,非金融高分一律放行是否能替代hard5,E:/量化平台_V1.4.0/configs/research/R010-A14/theme_hot_backtest/,E:/量化平台_V1.4.0/results/v2/research/R010-A14/theme_hot_backtest/,04_实验记录/EX-20260605T133336Z-main-UBVU_非金融高分放行关键窗口失败复核.md,DEC-20260605T133351Z-main-7PRX,2026-06-05T13:33:36Z,2026-06-05T13:33:36Z,非金融高分放行在关键窗口严重失败，不能替代hard5,转向hard5内部next-best和资产属性分层
EX-20260605T133336Z-main-MZJE,RD-20260605T133318Z-main-H6V3,completed,readonly_done,hard5内部next-best选择只读代理,raw Top1被hard5过滤后是否能在score小于5候选里选更好目标,,E:/量化平台_V1.4.0/results/v2/research/R010-A15/hard5_next_best_proxy/,04_实验记录/EX-20260605T133336Z-main-MZJE_hard5内部next-best选择只读代理.md,DEC-20260605T133351Z-main-ECU2,2026-06-05T13:33:36Z,2026-06-05T13:33:36Z,通用next-best selector均未通过胜率和分段稳定性门槛,转向资产属性标签审计
EX-20260605T133336Z-main-DMB9,RD-20260605T133318Z-main-H6V3,completed,readonly_done,资产属性标签审计与hard5事件拆分,hard5过滤事件中的其他主题是否实际混入商品LOF等资产属性,,E:/量化平台_V1.4.0/results/v2/research/R010-A18/asset_class_label_audit/,04_实验记录/EX-20260605T133336Z-main-DMB9_资产属性标签审计与hard5事件拆分.md,DEC-20260605T133351Z-main-26J6,2026-06-05T13:33:36Z,2026-06-05T13:33:36Z,其他主题几乎全是商品LOF，资产属性分层成为前置条件,构造52周高点、成交量冲击、相关性和动量崩盘状态面板
EX-20260605T135028Z-main-76GD,RD-20260605T133318Z-main-H6V3,completed,diagnostic_completed,score大于5过滤状态面板诊断,score>5只有结合资产属性和状态变量才可作为过热代理，单独硬过滤不合理,E:\量化平台_V1.4.0\scripts\research\analyze_r010a16_hot_state_panel.py,E:\量化平台_V1.4.0\results\v2\research\R010-A16\hot_state_panel,04_实验记录/EX-20260605T135028Z-main-76GD_score大于5过滤状态面板诊断.md,DEC-20260605T135046Z-main-P5V8,2026-06-05T13:50:28Z,2026-06-05T13:51:00Z,212个hard5事件中raw Top1 H10均值约+1.98%，hard5备选约-0.96%；无条件硬过滤机会成本明显,进入A17条件化hard5 A/B回测
EX-20260605T151211Z-main-JDPL,RD-20260605T133318Z-main-H6V3,completed,formal_key_window_done,条件化score过热过滤formal V2关键窗口回测,测试条件化hard5能否释放被score>5错杀的收益且不放大回撤,E:/量化平台_V1.4.0/configs/research/R010-A17/conditional_hot_state/,E:/量化平台_V1.4.0/results/v2/research/R010-A17/conditional_hot_state/,04_实验记录/EX-20260605T151211Z-main-JDPL_条件化score过热过滤formal V2关键窗口回测.md,DEC-20260605T151211Z-main-YFNK,2026-06-05T15:12:11Z,2026-06-05T15:40:00Z,conditional_v1最终-63.40%且MDD-76.54%；修复后conditional_v2_smooth为+199.88%、MDD-20.51%，弱于hard5,停止A17粗条件门，转向数据复权异常闸和非二元过热预算
EX-20260605T165020Z-main-Z5EP,RD-20260605T133318Z-main-H6V3,completed,formal_stability_done,A19 ret5延续高分放行关键窗口与稳定性回测,高分标的只有在ret5延续区间才放行，可能释放hard5机会成本并避免异常价格风险,E:/量化平台_V1.4.0/configs/research/R010-A19/ret5_continuation_allowlist/,E:/量化平台_V1.4.0/results/v2/research/R010-A19/ret5_continuation_allowlist/,04_实验记录/EX-20260605T165020Z-main-Z5EP_A19 ret5延续高分放行关键窗口与稳定性回测.md,DEC-20260605T165030Z-main-HSEH,2026-06-05T16:50:20Z,2026-06-05T16:50:20Z,ret5_9_12在2025-20260519提高收益且回撤接近hard5，但2022-2023明显输给hard5，不能直接替代默认hard5,新开A20市场状态条件化高分延续放行，只读归因强趋势与弱市样本差异
EX-20260605T184943Z-main-Q3YU,RD-20260605T133318Z-main-H6V3,completed,formal_stability_with_path_dependency_audit,A20-A21市场状态高分延续放行formal V2与路径依赖反证,A20只在广度足够且候选slope10足够时放行高分；A21检验广度过满冲顶排除是否可修复2020反证,E:/量化平台_V1.4.0/configs/research/R010-A20/market_state_hot_allowlist/;E:/量化平台_V1.4.0/configs/research/R010-A21/breadth_ceiling_hot_allowlist/,E:/量化平台_V1.4.0/results/v2/research/R010-A20/market_state_hot_allowlist/;E:/量化平台_V1.4.0/results/v2/research/R010-A21/breadth_ceiling_hot_allowlist/,04_实验记录/EX-20260605T184943Z-main-Q3YU_A20-A21市场状态高分延续放行formal V2与路径依赖反证.md,DEC-20260605T184943Z-main-CKNC,2026-06-05T18:49:43Z,2026-06-05T18:49:43Z,A20在2025显著优于hard5且修复2022_2023，但2020_2021低于hard5；A21二次代理formal失败,新开A22高分状态预算与非二元过热机制
EX-20260605T220429Z-main-EQFU,RD-20260605T133318Z-main-H6V3,completed,formal_v2_budget_ablation,A22高分状态风险预算formal V2四段回测,A20条件放行后不满仓追高，而是对score>=5目标施加60/70/80%风险预算,E:/量化平台_V1.4.0/configs/research/R010-A22/hot_score_budget/,E:/量化平台_V1.4.0/results/v2/research/R010-A22/hot_score_budget/,04_实验记录/EX-20260605T220429Z-main-EQFU_A22高分状态风险预算formal V2四段回测.md,DEC-20260605T220430Z-main-9QNJ,2026-06-05T22:04:29Z,2026-06-05T22:04:29Z,cap70四段最终权益均不低于hard5并保留2025收益；cap60更稳但削弱当前强趋势窗口,新开A23状态分层预算，普通A20用cap70，broad blowoff用cap60或更低
EX-20260606T073600Z-main-R8M6,RD-20260605T133318Z-main-H6V3,completed,formal_v2_state_tier_budget_challenger,A23状态分层预算88_6探索四段回测,普通高分用cap70，MA20广度>=88%且median20>=6%的broad blowoff降到cap60,E:/量化平台_V1.4.0/configs/research/R010-A23/state_tier_hot_budget/base70_blowoff88_m06_cap60/,E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/base70_blowoff88_m06_cap60/,04_实验记录/EX-20260606T073600Z-main-R8M6_A23状态分层预算88_6探索四段回测.md,DEC-20260606T073601Z-main-VK2A,2026-06-06T07:36:00Z,2026-06-06T07:36:00Z,A23 88/6四段不低于hard5并改善2020，但2022略弱于A22 cap70，暂不替代当前首选,保留A22 cap70为首选；A23继续做90/6、92/4、dispersion和2022事件归因
EX-20260606T083100Z-main-D9QK,RD-20260605T133318Z-main-H6V3,completed,formal_v2_state_tier_budget_sensitivity,A23状态分层预算92_4_d09四段回测,普通高分用cap70，高广度/中位收益/高离散broad blowoff降到cap60，检验是否避免2022误降仓且保留2020风控,E:/量化平台_V1.4.0/configs/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/,E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/,04_实验记录/EX-20260606T083100Z-main-D9QK_A23状态分层预算92_4_d09四段回测.md,DEC-20260606T083101Z-main-S7NP,2026-06-06T08:31:00Z,2026-06-06T03:40:00Z,A23 92/4/d09四段不差于A22 cap70且2020更好，已由U7X2同配置可见重跑复现；仍是L2 reproduced候选,后续以U7X2为复现证据，补邻近阈值、cap邻近、成本扰动和forward OOS
EX-20260605T234635Z-main-CTRD,RD-20260605T131301Z-main-KC7N,completed,attribution_with_controls_completed,主题簇主线确认收益归因与负控预注册,用B7VH四段shadow面板和净值曲线检验主题桶、金融坏桶对事件后H1/H3/H5/H10组合收益的解释力,E:/量化平台_V1.4.0/configs/research/R010-THEME/EX-20260605T234635Z-main-CTRD/theme_forward_attribution.json,E:/量化平台_V1.4.0/results/v2/research/R010-THEME/EX-20260605T234635Z-main-CTRD/forward_attribution/,04_实验记录/EX-20260605T234635Z-main-CTRD_主题簇主线确认收益归因与负控预注册.md,DEC-20260605T235338Z-main-WVZZ,2026-06-05T23:46:35Z,2026-06-05T23:58:00Z,L2_attribution_observe：6p_same正向假设失败；金融top1 H10弱于非金融且强于随机/错位负控,停止6p正向放行路线；若继续主题簇，转向金融坏桶/高集中度风险预算A/B预注册
EX-20260606T000758Z-main-VVVN,RD-20260605T131301Z-main-KC7N,completed,formal_completed_failed_no_promote,主题簇金融坏桶风险预算formal V2 AB预注册,固定测试金融top1或高主题集中度触发70%风险预算，检验是否改善路径风险且不明显牺牲收益,configs/research/R010-THEME/EX-20260606T000758Z-main-VVVN/risk_budget/,results/v2/research/R010-THEME/EX-20260606T000758Z-main-VVVN/risk_budget/,04_实验记录/EX-20260606T000758Z-main-VVVN_主题簇金融坏桶风险预算formal V2 AB预注册.md,DEC-20260605T235338Z-main-WVZZ;DEC-20260607T235302Z-main-8GQQ,2026-06-06T00:07:58Z,2026-06-07T23:53:40Z,四段三组formal完成且strict无missing/error；financial_top1_cap70只有1/4分段收益高于baseline、2/4回撤改善，四段收益差合计约-8.50个百分点；financial_or_share_ge050_cap70虽4/4回撤改善但0/4收益高于baseline，收益差合计约-69.82个百分点,不promote、不默认打开、不扩后验阈值；主题簇保留为只读诊断，交易化风险预算路线暂停
EX-20260606T012550Z-main-LM3D,RD-20260605T115651Z-main-CORE,completed,formal_32of32_completed_quality_closure_done_no_default_change,动量评分尺度与Top4排名权重预注册,检验annualization从250改为25是否只是改变score阈值语义，并测试Top4 40/30/20/10是否优于Top1和Top4等权,configs/research/RD-20260605T115651Z-main-CORE/EX-20260606T012550Z-main-LM3D/;scripts/research/analyze_lm3d_quality_closure.py,results/v2/research/RD-20260605T115651Z-main-CORE/EX-20260606T012550Z-main-LM3D/;results/v2/research/RD-20260605T115651Z-main-CORE/EX-20260606T012550Z-main-LM3D/score_diagnostic/;results/v2/research/RD-20260605T115651Z-main-CORE/EX-20260606T012550Z-main-LM3D/summary/formal_partial/;results/v2/research/RD-20260605T115651Z-main-CORE/EX-20260608T001011Z-main-YJRN/quality_closure/,04_实验记录/EX-20260606T012550Z-main-LM3D_动量评分尺度与Top4排名权重预注册.md,DEC-20260606T122535Z-main-GAAL,2026-06-06T01:25:50Z,2026-06-08T00:16:55Z,评分诊断显示ann25没有任何score>=5触发；formal已完成32/32；YJRN质量闭环显示成本压力后无候选翻转、静态审计failed_checks为空；ann25 Top1/Top4、Top4 40/30/20/10和ann250取消hard5上限均不作为默认逻辑候选,LM3D本轮质量缺口关闭；不修改默认annualization=250、Top1/A23和hard5/A23风险预算；后续不扩Top4、年化尺度或取消hard5上限网格
EX-20260606T021645Z-main-U7X2,RD-20260605T133318Z-main-H6V3,active,visible_rerun_completed_minimal_robustness_12of12_lvv7_threshold_passed_cap_cost_failed,A23 92_4_d09可见重跑与稳健性补证,A23 92/4/d09历史四段结果缺标准tee日志，本轮检验同配置可见重跑是否复现，并补最小邻近阈值矩阵判断是否孤立最优,E:/量化平台_V1.4.0/configs/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/,E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/visible_rerun_20260606T021645Z/;E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/2020_2021/20d7c256e02647ca9cb8e681b64bc1dc/;E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/2022_2023/ab6ee67721564c1aac6c7f8cc82dea35/;E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/2024/c7252b2cb5784403891acaf0adabb1bf/;E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/base70_blowoff92_m04_d09_cap60/2025_20260519/89fb1f527afc48feaac760f05117fdfc/;E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/minimal_robustness_20260606T051500Z/;E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/attribution/minimal_robustness/,04_实验记录/EX-20260606T021645Z-main-U7X2_A23 92_4_d09可见重跑与稳健性补证.md,,2026-06-06T02:16:45Z,2026-06-06T20:33:43Z,四段可见重跑完全复现D9QK；最小邻近矩阵12/12完成，LVV7已补齐阈值邻域24/24且threshold_isolated_optimum_warning=false；但LVV7 cap/cost 12/12未通过，0/3个cap/cost变体四段全部不弱于A22,A23不直接晋级；下一步做事件归因和成本/换手约束版本，默认hard5仍保留
EX-20260606T075615Z-main-LVV7,RD-20260605T133318Z-main-H6V3,completed,threshold_neighbors_passed_cap_cost_12of12_failed,A23完整邻域与cap成本稳健性补证,检验A23 92/4/d09是否在四段邻域、cap65/cap75和成本扰动下仍不弱于A22 cap70，避免孤立最优和执行成本脆弱性,E:/量化平台_V1.4.0/configs/research/R010-A23/state_tier_hot_budget/;E:/量化平台_V1.4.0/scripts/research/run_r010a23_four_segment_neighbors.sh;E:/量化平台_V1.4.0/scripts/research/run_r010a23_cap_cost_robustness.sh;E:/量化平台_V1.4.0/scripts/research/summarize_r010a23_full_robustness.py,E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/attribution/full_robustness/;E:/量化平台_V1.4.0/results/v2/research/R010-A23/state_tier_hot_budget/cap_cost_robustness_20260606T181153Z/,04_实验记录/EX-20260606T075615Z-main-LVV7_A23完整邻域与cap成本稳健性补证.md,,2026-06-06T07:56:15Z,2026-06-06T20:33:43Z,阈值邻域24/24通过；5/6个邻近组合四段均不弱于A22 cap70，threshold_isolated_optimum_warning=false；但cap/cost 12/12未通过，0/3个cap/cost变体四段全部不弱于A22，cost2x_slip2bps四段全部弱于A22,A23 92/4/d09不直接晋级；下一步新开事件级归因和成本/换手约束版本，默认hard5仍保留
EX-20260607T101347Z-main-VX4J,RD-20260605T133318Z-main-H6V3,completed,readonly_event_cost_turnover_completed_pair_cost_ab_required,A23事件归因与成本换手约束只读预注册,基于LVV7 cap/cost失败，完成A23事件/成本/换手只读归因，并把下一步收敛为同成本配对A/B,configs/research/R010-A23/state_tier_hot_budget/;scripts/research/analyze_r010a23_state_tier_hot_budget_result.py;scripts/research/summarize_r010a23_full_robustness.py;scripts/research/analyze_r010a22_hot_budget_result.py;scripts/research/analyze_vx4j_a23_event_cost_turnover_readonly.py,results/v2/research/R010-A23/state_tier_hot_budget/attribution/;results/v2/research/R010-A23/state_tier_hot_budget/attribution/full_robustness/;results/v2/research/R010-A23/state_tier_hot_budget/attribution/event_cost_turnover/EX-20260607T101347Z-main-VX4J/;results/v2/research/R010-A22/hot_score_budget/attribution/,04_实验记录/EX-20260607T101347Z-main-VX4J_A23事件归因与成本换手约束只读预注册.md,DEC-20260607T102206Z-main-XBWS,2026-06-07T10:13:47Z,2026-06-07T10:48:00Z,A23相对A22的独有收益只在2020_2021多634.92；3个broad-blowoff窗口H10增量约+774.60；2025强收益来自A22/A23共同base cap70；cost2x四段弱但缺同成本公平对照。,先做hard5/A22/A23同成本配对；通过前不扩A23阈值网格，也不新开换手约束formal
EX-20260606T183604Z-main-7YDQ,RD-20260605T133318Z-main-H6V3,completed,readonly_completed_current_target_crash_label_rejected,动量崩盘状态只读归因与错位负控,检验目标ETF近端回撤+高波动+5日反弹是否标记raw Top1相对hard5失效,scripts/research/analyze_7ydq_momentum_crash_readonly.py,results/v2/research/R010-A16/momentum_crash_state_readonly/EX-20260606T183604Z-main-7YDQ/,04_实验记录/EX-20260606T183604Z-main-7YDQ_动量崩盘状态只读归因与错位负控.md,,2026-06-06T18:36:04Z,2026-06-06T19:10:00Z,核心标签8个事件H10 raw-vs-hard5均值差+0.3439且胜率87.5%，与动量崩盘风险假设相反；剔除commodity_lof+cross_border后仅2事件且效果消失,不启动当前标签formal；若继续方向2，先建市场级宽基crash rebound只读面板
EX-20260606T185537Z-main-5KZW,RD-20260605T115651Z-main-CORE,completed,formal_16of16_completed_all_candidates_failed,多周期动量确认formal AB预注册与资源阻塞记录,检验25日Top1只有同时通过60/120或25/60/120趋势确认才买入是否比Top1 hard5更稳,scripts/research/generate_5kzw_multi_momentum_configs.py;configs/research/R010-MULTI/EX-20260606T185537Z-main-5KZW/formal/,results/v2/research/R010-MULTI/EX-20260606T185537Z-main-5KZW/formal/;results/v2/research/R010-MULTI/EX-20260606T185537Z-main-5KZW/summary/formal/,04_实验记录/EX-20260606T185537Z-main-5KZW_多周期动量确认formal AB预注册与资源阻塞记录.md,DEC-20260607T094500Z-main-RQ9M,2026-06-06T18:55:37Z,2026-06-07T01:45:00Z,16/16 formal完成；三个多周期确认候选均只有1/4分段final不低于baseline，四段合计final分别少23066.55、25284.31、19484.67；不能替代hard5或A23,关闭5KZW直接替代路线；若继续多周期，只能新开消融/负控或高分预算下的持仓管理实验
EX-20260606T191019Z-main-G4NN,RD-20260605T115651Z-main-DEF0,completed,readonly_completed_legacy_wide_market_vol_scaling_rejected_b5_boundary_observed,波动率仓位管理旧证据复核与R010B5边界预注册,复核旧宽基波动率缩放和R010-B5仓位预算证据，划定方向3是否可进入formal的边界,scripts/research/analyze_g4nn_vol_position_inventory.py;configs/research/R20260521-001/;configs/research/R20260521-002/;configs/research/R010-B5/,results/v2/research/R010-VOL/EX-20260606T191019Z-main-G4NN/,04_实验记录/EX-20260606T191019Z-main-G4NN_波动率仓位管理旧证据复核与R010B5边界预注册.md,,2026-06-06T19:10:19Z,2026-06-06T20:20:00Z,宽基常开和宽基触发波动率缩放均被旧2025结果反证；R010-B5条件化组合预算有离线候选价值但sigma_target和vol_scale仍缺失，不能直接做目标波动率公式或生产切换,GWH9和XA5G已完成下游拆分；B5暂不formal，若继续必须新开静态cap或滞后负控预注册
EX-20260606T191831Z-main-GWH9,RD-20260605T115651Z-main-DEF0,completed,readonly_completed_zero_overlap_with_a23,R010B5与A23触发重叠拆分只读审计,检验R010-B5动作日是否只是A23 92/4/d09高分预算触发日的重复表达,scripts/research/analyze_gwh9_b5_a23_overlap.py,results/v2/research/R010-VOL/EX-20260606T191831Z-main-GWH9/,04_实验记录/EX-20260606T191831Z-main-GWH9_R010B5与A23触发重叠拆分只读审计.md,,2026-06-06T19:18:31Z,2026-06-06T20:20:00Z,B5 27个动作日与A23候选49个触发日精确重叠为0，同分段自然日±1/±3/±5/±10近邻也为0；2024段B5有12个动作日而A23触发为0，说明日期层面不是A23重复表达,XA5G已完成动作日归因；B5暂不formal，若继续必须新开静态cap或滞后负控预注册
EX-20260606T193056Z-main-XA5G,RD-20260605T115651Z-main-DEF0,completed,readonly_completed_action_edge_conflict_static_cap_missing,R010B5静态平均仓位与非重合动作日归因只读审计,检验B5非重合动作日是否已有局部收益支持和同平均仓位静态cap对照,scripts/research/analyze_xa5g_b5_static_action_attribution.py,results/v2/research/R010-VOL/EX-20260606T193056Z-main-XA5G/,04_实验记录/EX-20260606T193056Z-main-XA5G_R010B5静态平均仓位与非重合动作日归因只读审计.md,,2026-06-06T19:30:56Z,2026-06-06T20:20:00Z,R2同日路径动作日统计为正，但R5局部H5/H10反事实边际转负；未找到四段同平均仓位静态cap专用对照，S3仍禁止完整公式回测和R010-B5R6,暂不启动B5 formal；若继续必须新开静态平均仓位四段对照或触发滞后一日负控预注册
EX-20260606T194733Z-main-MFNT,RD-20260605T133318Z-main-H6V3,completed,readonly_completed_market_crash_label_rejected,市场级宽基动量崩盘只读面板预注册,用510300等宽基ETF近20/60日下跌、高波动和5日反弹构造市场级crash rebound标签，检验raw Top1是否相对hard5失效,scripts/research/analyze_mfnt_market_crash_rebound_readonly.py,results/v2/research/R010-A16/market_crash_rebound_readonly/EX-20260606T194733Z-main-MFNT/,04_实验记录/EX-20260606T194733Z-main-MFNT_市场级宽基动量崩盘只读面板预注册.md,,2026-06-06T19:47:33Z,2026-06-06T19:56:41Z,核心510300标签仅3/212事件且胜率100%，any-risk-proxy虽H10为负但随机负控弱且剔除商品/跨境后转正，不能seed formal,方向2暂停formal；若未来继续，必须新开覆盖全历史的市场级日频或组合层事件面板
EX-20260606T200545Z-main-GCHV,RD-20260605T133318Z-main-H6V3,completed,readonly_seed_formal_followup_rejected_by_qk38,资产状态交互只读负控复核,固定5个资产属性×状态交互并做分段内状态置换负控，检验是否有值得进入formal的窄候选,scripts/research/analyze_gchv_asset_state_interactions_readonly.py,results/v2/research/R010-A18/asset_state_interactions/EX-20260606T200545Z-main-GCHV/,04_实验记录/EX-20260606T200545Z-main-GCHV_资产状态交互只读负控复核.md,DEC-20260606T222754Z-main-VGF5,2026-06-06T20:05:45Z,2026-06-06T22:35:00Z,commodity_tail_drawdown只读种子曾通过：24事件、跨2段、H10同资产effect +0.1476、p_abs 0.066；但下游QK38 formal已证伪，权益主题交互也不成立,不再推进commodity_lof_tail_drawdown_allow；保留为只读种子与formal组合路径差异案例
EX-20260606T201735Z-main-QK38,RD-20260605T133318Z-main-H6V3,completed,formal_8of8_failed_both_hard5_and_a23,商品LOF尾部回撤放行formal AB预注册,检验raw Top1为预注册商品LOF且dd20<=-10%或dd60<=-15%时，豁免hard5或A23条件化高分过滤是否优于对应基准,configs/research/R010-A24/commodity_tail_drawdown_allow/EX-20260606T201735Z-main-QK38/formal/hard5_ctail_allow/;configs/research/R010-A24/commodity_tail_drawdown_allow/EX-20260606T201735Z-main-QK38/formal/a23_ctail_allow/,results/v2/research/R010-A24/commodity_tail_drawdown_allow/EX-20260606T201735Z-main-QK38/formal/,04_实验记录/EX-20260606T201735Z-main-QK38_商品LOF尾部回撤放行formal AB预注册.md,DEC-20260606T222754Z-main-VGF5,2026-06-06T20:17:35Z,2026-06-06T22:35:00Z,8/8 formal完成；hard5_ctail_allow 2/4不弱且四段合计final少12042.22；a23_ctail_allow 2/4不弱且四段合计final少47231.09；不通过预注册门槛,关闭商品LOF尾部回撤放行，不扩展代码或阈值；转向5KZW formal、TC8U成本扰动或A23事件归因/成本换手约束
EX-20260607T033527Z-main-UKVS,RD-20260603T000000Z-mig-HD5EEBAA8D5EEB,completed,formal_completed_daily_repair_candidate,涨停基因小市值修复防线验证,检验历史涨停次数小市值池在风险硬过滤、环境门控和持仓优先组合后能否提升收益并降低回撤,configs/research/RD-20260603T000000Z-mig-HD5EEBAA8D5EEB/EX-20260607T033527Z-main-UKVS/repair_validation.json,results/v2/research/RD-20260603T000000Z-mig-HD5EEBAA8D5EEB/EX-20260607T033527Z-main-UKVS/,04_实验记录/EX-20260607T033527Z-main-UKVS_涨停基因小市值修复防线验证.md,DEC-20260607T032202Z-main-NQHF;DEC-20260607T035846Z-main-2NYF,2026-06-07T03:35:27Z,2026-06-07T04:05:00Z,组合防线count_p10_n6_guard_env_hold4在严格日频口径下收益+76.04%、最大回撤-26.78%，成本扰动后仍+71.68%，但只能作为日频候选,下游分钟执行复核已证明单点执行容量失败；若继续只能新开TWAP或分钟流动性过滤实验
