"new_id","mig_batch_id","old_id","kind","old_relative_path","new_relative_path","title","migration_status","evidence_level"
"TERM-20260603T000000Z-mig-A2SLOPE004D1470","MIG-20260605T120000Z-mig-BATCH","A2-slope004","term","📖 概念\A2-slope004.md","09_术语库\TERM-20260603T000000Z-mig-A2SLOPE004D1470_A2-slope004.md","A2-slope004","reviewed_readonly_offense_low_churn_baseline","L2_readonly_platform_review"
"TERM-20260603T000000Z-mig-B3GATEBF65D","MIG-20260605T120000Z-mig-BATCH","B3 gate","term","📖 概念\B3 gate.md","09_术语库\TERM-20260603T000000Z-mig-B3GATEBF65D_B3gate（风险确认门）.md","B3 gate（风险确认门）","reviewed_readonly_baseline_skeleton","L2_readonly_platform_review"
"TERM-20260604T000000Z-mig-B3GATETIEREDV2BAD04","MIG-20260605T120000Z-mig-BATCH","B3-gate-tiered-v2","term","📖 概念\B3-gate-tiered-v2.md","09_术语库\TERM-20260604T000000Z-mig-B3GATETIEREDV2BAD04_B3-gate-tiered-v2（策略组件导航）.md","B3-gate-tiered-v2（策略组件导航）","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-B3552E3","MIG-20260605T120000Z-mig-BATCH","B3全弱信号","term","📖 概念\B3全弱信号.md","09_术语库\TERM-20260603T000000Z-mig-B3552E3_B3全弱信号.md","B3 全弱信号","reviewed_readonly_baseline_skeleton","L2_readonly_platform_review"
"TERM-20260604T000000Z-mig-CARRYEDC89","MIG-20260605T120000Z-mig-BATCH","Carry跨资产收益因子","term","📖 概念\Carry跨资产收益因子.md","09_术语库\TERM-20260604T000000Z-mig-CARRYEDC89_Carry跨资产收益因子.md","Carry跨资产收益因子","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-DECAYCF569","MIG-20260605T120000Z-mig-BATCH","decay（衰减系数）","term","📖 概念\decay（衰减系数）.md","09_术语库\TERM-20260604T000000Z-mig-DECAYCF569_decay（衰减系数）.md","decay（衰减系数）","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-DISPERSION20BB53C","MIG-20260605T120000Z-mig-BATCH","dispersion20","term","📖 概念\dispersion20.md","09_术语库\TERM-20260604T000000Z-mig-DISPERSION20BB53C_dispersion20.md","dispersion20","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-DRAWDOWNTHRESHOLD355BE","MIG-20260605T120000Z-mig-BATCH","drawdown_threshold（回撤门槛）","term","📖 概念\drawdown_threshold（回撤门槛）.md","09_术语库\TERM-20260604T000000Z-mig-DRAWDOWNTHRESHOLD355BE_drawdown_threshold（回撤门槛）.md","drawdown_threshold（回撤门槛）","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-ETFEEFDF","MIG-20260605T120000Z-mig-BATCH","ETF趋势确认与防守切换","term","📖 概念\ETF趋势确认与防守切换.md","09_术语库\TERM-20260604T000000Z-mig-ETFEEFDF_ETF趋势确认与防守切换.md","ETF趋势确认与防守切换","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-ETFA7B57","MIG-20260605T120000Z-mig-BATCH","ETF阴跌防守切换","term","📖 概念\ETF阴跌防守切换.md","09_术语库\TERM-20260604T000000Z-mig-ETFA7B57_ETF阴跌防守切换.md","ETF阴跌防守切换","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-LIMITED2BFF72","MIG-20260605T120000Z-mig-BATCH","limited2","term","📖 概念\limited2.md","09_术语库\TERM-20260604T000000Z-mig-LIMITED2BFF72_limited2.md","limited2","reviewed_readonly_superseded_context","L2_readonly_platform_review"
"TERM-20260603T000000Z-mig-MA20BREADTH3E9C6","MIG-20260605T120000Z-mig-BATCH","ma20_breadth（广度）","term","📖 概念\ma20_breadth（广度）.md","09_术语库\TERM-20260603T000000Z-mig-MA20BREADTH3E9C6_ma20_breadth（池内广度）.md","ma20_breadth（池内广度）","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-MEDIANRET8F996","MIG-20260605T120000Z-mig-BATCH","median_ret（中位收益）","term","📖 概念\median_ret（中位收益）.md","09_术语库\TERM-20260603T000000Z-mig-MEDIANRET8F996_median_ret（中位收益）.md","median_ret（中位收益）","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-RET20BREADTHACFCF","MIG-20260605T120000Z-mig-BATCH","ret20_breadth","term","📖 概念\ret20_breadth.md","09_术语库\TERM-20260604T000000Z-mig-RET20BREADTHACFCF_ret20_breadth.md","ret20_breadth","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-RISKSCALE04BDB","MIG-20260605T120000Z-mig-BATCH","risk_scale（风险仓缩放系数）","term","📖 概念\risk_scale（风险仓缩放系数）.md","09_术语库\TERM-20260604T000000Z-mig-RISKSCALE04BDB_risk_scale（风险仓缩放系数）.md","risk_scale（风险仓缩放系数）","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-SHADOWONLYC6472","MIG-20260605T120000Z-mig-BATCH","Shadow-only（影子观察）","term","📖 概念\Shadow-only（影子观察）.md","09_术语库\TERM-20260603T000000Z-mig-SHADOWONLYC6472_Shadow-only（影子观察）.md","Shadow-only（影子观察）","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-TIEREDV19409C","MIG-20260605T120000Z-mig-BATCH","tiered-v1","term","📖 概念\tiered-v1.md","09_术语库\TERM-20260604T000000Z-mig-TIEREDV19409C_tiered-v1.md","tiered-v1","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-TIEREDV252E3B","MIG-20260605T120000Z-mig-BATCH","tiered-v2（分层强度防守）","term","📖 概念\tiered-v2（分层强度防守）.md","09_术语库\TERM-20260603T000000Z-mig-TIEREDV252E3B_tiered-v2（分层强度防守）.md","tiered-v2（分层强度防守）","reviewed_readonly_baseline_skeleton","L2_readonly_platform_review"
"TERM-20260603T000000Z-mig-TOPNA9184","MIG-20260605T120000Z-mig-BATCH","TopN抗抖","term","📖 概念\TopN抗抖.md","09_术语库\TERM-20260603T000000Z-mig-TOPNA9184_TopN抗抖.md","TopN抗抖","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HD6D7805CD6D78","MIG-20260605T120000Z-mig-BATCH","波动率管理","term","📖 概念\波动率管理.md","09_术语库\TERM-20260604T000000Z-mig-HD6D7805CD6D78_波动率管理.md","波动率管理","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HC9C6AF74C9C6A","MIG-20260605T120000Z-mig-BATCH","波动率缩放仓位","term","📖 概念\波动率缩放仓位.md","09_术语库\TERM-20260604T000000Z-mig-HC9C6AF74C9C6A_波动率缩放仓位.md","波动率缩放仓位","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HB4A9388EB4A93","MIG-20260605T120000Z-mig-BATCH","波动率择时与动态风险预算","term","📖 概念\波动率择时与动态风险预算.md","09_术语库\TERM-20260604T000000Z-mig-HB4A9388EB4A93_波动率择时与动态风险预算.md","波动率择时与动态风险预算","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H97764C1597764","MIG-20260605T120000Z-mig-BATCH","参数化组合权重策略","term","📖 概念\参数化组合权重策略.md","09_术语库\TERM-20260604T000000Z-mig-H97764C1597764_参数化组合权重策略.md","参数化组合权重策略","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H383A2241383A2","MIG-20260605T120000Z-mig-BATCH","仓位管理","term","📖 概念\仓位管理.md","09_术语库\TERM-20260604T000000Z-mig-H383A2241383A2_仓位管理.md","仓位管理","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H6F5D8DEB6F5D8","MIG-20260605T120000Z-mig-BATCH","低波低贝塔风控增强","term","📖 概念\低波低贝塔风控增强.md","09_术语库\TERM-20260604T000000Z-mig-H6F5D8DEB6F5D8_低波低贝塔风控增强.md","低波低贝塔风控增强","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HCE0B8032CE0B8","MIG-20260605T120000Z-mig-BATCH","低离散震荡","term","📖 概念\低离散震荡.md","09_术语库\TERM-20260603T000000Z-mig-HCE0B8032CE0B8_低离散震荡.md","低离散震荡","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-R27AD5F","MIG-20260605T120000Z-mig-BATCH","动量R2得分","term","📖 概念\动量R2得分.md","09_术语库\TERM-20260603T000000Z-mig-R27AD5F_动量R2得分.md","动量R2得分","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H64E843E164E84","MIG-20260605T120000Z-mig-BATCH","动量崩盘预警","term","📖 概念\动量崩盘预警.md","09_术语库\TERM-20260604T000000Z-mig-H64E843E164E84_动量崩盘预警.md","动量崩盘预警","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HC1AEF5B0C1AEF","MIG-20260605T120000Z-mig-BATCH","动量质量软排序","term","📖 概念\动量质量软排序.md","09_术语库\TERM-20260603T000000Z-mig-HC1AEF5B0C1AEF_动量质量软排序.md","动量质量软排序","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H329A0ECC329A0","MIG-20260605T120000Z-mig-BATCH","动量质量因子准入","term","📖 概念\动量质量因子准入.md","09_术语库\TERM-20260604T000000Z-mig-H329A0ECC329A0_动量质量因子准入.md","动量质量因子准入","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HB896D56FB896D","MIG-20260605T120000Z-mig-BATCH","动量质量准入","term","📖 概念\动量质量准入.md","09_术语库\TERM-20260603T000000Z-mig-HB896D56FB896D_动量质量准入.md","动量质量准入","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H83EACA8E83EAC","MIG-20260605T120000Z-mig-BATCH","多策略风险预算与组合层","term","📖 概念\多策略风险预算与组合层.md","09_术语库\TERM-20260604T000000Z-mig-H83EACA8E83EAC_多策略风险预算与组合层.md","多策略风险预算与组合层","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HA0CACF52A0CAC","MIG-20260605T120000Z-mig-BATCH","多策略组合","term","📖 概念\多策略组合.md","09_术语库\TERM-20260603T000000Z-mig-HA0CACF52A0CAC_多策略组合.md","多策略组合","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H2F7A7B2A2F7A7","MIG-20260605T120000Z-mig-BATCH","防守切换","term","📖 概念\防守切换.md","09_术语库\TERM-20260603T000000Z-mig-H2F7A7B2A2F7A7_防守切换.md","防守切换","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HE592D741E592D","MIG-20260605T120000Z-mig-BATCH","非线性仓位控制（概念）","term","📖 概念\非线性仓位控制（概念）.md","09_术语库\TERM-20260604T000000Z-mig-HE592D741E592D_非线性仓位控制.md","非线性仓位控制","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H354A31A8354A3","MIG-20260605T120000Z-mig-BATCH","横截面动量","term","📖 概念\横截面动量.md","09_术语库\TERM-20260603T000000Z-mig-H354A31A8354A3_横截面动量.md","横截面动量","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H2A2551F02A255","MIG-20260605T120000Z-mig-BATCH","候选排序惩罚","term","📖 概念\候选排序惩罚.md","09_术语库\TERM-20260603T000000Z-mig-H2A2551F02A255_候选排序惩罚.md","候选排序惩罚","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H8C1895D28C189","MIG-20260605T120000Z-mig-BATCH","机器学习因子评分与非线性组合","term","📖 概念\机器学习因子评分与非线性组合.md","09_术语库\TERM-20260604T000000Z-mig-H8C1895D28C189_机器学习因子评分与非线性组合.md","机器学习因子评分与非线性组合","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HB13AD240B13AD","MIG-20260605T120000Z-mig-BATCH","集合竞价成交模型","term","📖 概念\集合竞价成交模型.md","09_术语库\TERM-20260603T000000Z-mig-HB13AD240B13AD_集合竞价成交模型.md","集合竞价成交模型","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H69C5447B69C54","MIG-20260605T120000Z-mig-BATCH","集合竞价成交容量模型","term","📖 概念\集合竞价成交容量模型.md","09_术语库\TERM-20260604T000000Z-mig-H69C5447B69C54_集合竞价成交容量模型.md","集合竞价成交容量模型","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HA45E0A77A45E0","MIG-20260605T120000Z-mig-BATCH","价量结构","term","📖 概念\价量结构.md","09_术语库\TERM-20260603T000000Z-mig-HA45E0A77A45E0_价量结构.md","价量结构","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H1B290A151B290","MIG-20260605T120000Z-mig-BATCH","价量因子核心窗口","term","📖 概念\价量因子核心窗口.md","09_术语库\TERM-20260603T000000Z-mig-H1B290A151B290_价量因子核心窗口.md","价量因子核心窗口","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HED28BD20ED28B","MIG-20260605T120000Z-mig-BATCH","价值动量互补组合","term","📖 概念\价值动量互补组合.md","09_术语库\TERM-20260604T000000Z-mig-HED28BD20ED28B_价值动量互补组合.md","价值动量互补组合","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H7BB0848E7BB08","MIG-20260605T120000Z-mig-BATCH","绝对动量准入","term","📖 概念\绝对动量准入.md","09_术语库\TERM-20260603T000000Z-mig-H7BB0848E7BB08_绝对动量准入.md","绝对动量准入","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HB2EA71B3B2EA7","MIG-20260605T120000Z-mig-BATCH","均线排列","term","📖 概念\均线排列.md","09_术语库\TERM-20260603T000000Z-mig-HB2EA71B3B2EA7_均线排列.md","均线排列","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H2D99328D2D993","MIG-20260605T120000Z-mig-BATCH","均线排列动量质量因子","term","📖 概念\均线排列动量质量因子.md","09_术语库\TERM-20260604T000000Z-mig-H2D99328D2D993_均线排列动量质量因子.md","均线排列动量质量因子","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HA1BFBF79A1BFB","MIG-20260605T120000Z-mig-BATCH","离线归因","term","📖 概念\离线归因.md","09_术语库\TERM-20260603T000000Z-mig-HA1BFBF79A1BFB_离线归因.md","离线归因","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H5606086056060","MIG-20260605T120000Z-mig-BATCH","慢快动量转折门控","term","📖 概念\慢快动量转折门控.md","09_术语库\TERM-20260604T000000Z-mig-H5606086056060_慢快动量转折门控.md","慢快动量转折门控","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H82C4347E82C43","MIG-20260605T120000Z-mig-BATCH","模块候选看板","term","📖 概念\模块候选看板.md","09_术语库\TERM-20260603T000000Z-mig-H82C4347E82C43_模块候选看板.md","模块候选看板","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HD96823B5D9682","MIG-20260605T120000Z-mig-BATCH","模块想法","term","📖 概念\模块想法.md","09_术语库\TERM-20260603T000000Z-mig-HD96823B5D9682_模块想法.md","模块想法","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H78CD7C1978CD7","MIG-20260605T120000Z-mig-BATCH","平滑上涨","term","📖 概念\平滑上涨.md","09_术语库\TERM-20260603T000000Z-mig-H78CD7C1978CD7_平滑上涨.md","平滑上涨","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H8848B3568848B","MIG-20260605T120000Z-mig-BATCH","时间序列动量","term","📖 概念\时间序列动量.md","09_术语库\TERM-20260603T000000Z-mig-H8848B3568848B_时间序列动量.md","时间序列动量","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H667E4284667E4","MIG-20260605T120000Z-mig-BATCH","实验治理","term","📖 概念\实验治理.md","09_术语库\TERM-20260604T000000Z-mig-H667E4284667E4_实验治理.md","实验治理","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HE86CE9FCE86CE","MIG-20260605T120000Z-mig-BATCH","市场环境策略路由器","term","📖 概念\市场环境策略路由器.md","09_术语库\TERM-20260604T000000Z-mig-HE86CE9FCE86CE_市场环境策略路由器.md","市场环境策略路由器","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HA0B5DAE8A0B5D","MIG-20260605T120000Z-mig-BATCH","市场环境过滤","term","📖 概念\市场环境过滤.md","09_术语库\TERM-20260603T000000Z-mig-HA0B5DAE8A0B5D_市场环境过滤.md","市场环境过滤","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HB907B286B907B","MIG-20260605T120000Z-mig-BATCH","市场状态动量","term","📖 概念\市场状态动量.md","09_术语库\TERM-20260603T000000Z-mig-HB907B286B907B_市场状态动量.md","市场状态动量","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H21F8671921F86","MIG-20260605T120000Z-mig-BATCH","市场状态识别","term","📖 概念\市场状态识别.md","09_术语库\TERM-20260603T000000Z-mig-H21F8671921F86_市场状态识别.md","市场状态识别","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HA69B2BAAA69B2","MIG-20260605T120000Z-mig-BATCH","市场状态识别与切换门控","term","📖 概念\市场状态识别与切换门控.md","09_术语库\TERM-20260604T000000Z-mig-HA69B2BAAA69B2_市场状态识别与切换门控.md","市场状态识别与切换门控","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H16B0578016B05","MIG-20260605T120000Z-mig-BATCH","特征协方差风险模型","term","📖 概念\特征协方差风险模型.md","09_术语库\TERM-20260604T000000Z-mig-H16B0578016B05_特征协方差风险模型.md","特征协方差风险模型","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H5811AD985811A","MIG-20260605T120000Z-mig-BATCH","投资保守性过滤","term","📖 概念\投资保守性过滤.md","09_术语库\TERM-20260604T000000Z-mig-H5811AD985811A_投资保守性过滤.md","投资保守性过滤","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H69B6A9CC69B6A","MIG-20260605T120000Z-mig-BATCH","外部数据","term","📖 概念\外部数据.md","09_术语库\TERM-20260604T000000Z-mig-H69B6A9CC69B6A_外部数据.md","外部数据","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H8ED282558ED28","MIG-20260605T120000Z-mig-BATCH","尾部风险与波动风险溢价预警","term","📖 概念\尾部风险与波动风险溢价预警.md","09_术语库\TERM-20260604T000000Z-mig-H8ED282558ED28_尾部风险与波动风险溢价预警.md","尾部风险与波动风险溢价预警","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H9FE293D59FE29","MIG-20260605T120000Z-mig-BATCH","小盘流动性压力","term","📖 概念\小盘流动性压力.md","09_术语库\TERM-20260603T000000Z-mig-H9FE293D59FE29_小盘流动性压力.md","小盘流动性压力","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H435EF73D435EF","MIG-20260605T120000Z-mig-BATCH","小盘相对强弱","term","📖 概念\小盘相对强弱.md","09_术语库\TERM-20260603T000000Z-mig-H435EF73D435EF_小盘相对强弱.md","小盘相对强弱","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H7DA356B17DA35","MIG-20260605T120000Z-mig-BATCH","小盘拥挤踩踏","term","📖 概念\小盘拥挤踩踏.md","09_术语库\TERM-20260603T000000Z-mig-H7DA356B17DA35_小盘拥挤踩踏.md","小盘拥挤踩踏","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HC47A0C70C47A0","MIG-20260605T120000Z-mig-BATCH","小盘质量风险","term","📖 概念\小盘质量风险.md","09_术语库\TERM-20260603T000000Z-mig-HC47A0C70C47A0_小盘质量风险.md","小盘质量风险","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H689B2664689B2","MIG-20260605T120000Z-mig-BATCH","严格反事实审计","term","📖 概念\严格反事实审计.md","09_术语库\TERM-20260604T000000Z-mig-H689B2664689B2_严格反事实审计（Counterfactual）.md","严格反事实审计（Counterfactual）","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H93F7ED7893F7E","MIG-20260605T120000Z-mig-BATCH","因子发现门槛与多重检验","term","📖 概念\因子发现门槛与多重检验.md","09_术语库\TERM-20260604T000000Z-mig-H93F7ED7893F7E_因子发现门槛与多重检验.md","因子发现门槛与多重检验","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HE9FC2AD2E9FC2","MIG-20260605T120000Z-mig-BATCH","因子稳健性与失效监控","term","📖 概念\因子稳健性与失效监控.md","09_术语库\TERM-20260604T000000Z-mig-HE9FC2AD2E9FC2_因子稳健性与失效监控.md","因子稳健性与失效监控","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HD3C3DFE1D3C3D","MIG-20260605T120000Z-mig-BATCH","阴跌状态","term","📖 概念\阴跌状态.md","09_术语库\TERM-20260603T000000Z-mig-HD3C3DFE1D3C3D_阴跌状态.md","阴跌状态","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H3EA606323EA60","MIG-20260605T120000Z-mig-BATCH","预注册","term","📖 概念\预注册.md","09_术语库\TERM-20260604T000000Z-mig-H3EA606323EA60_预注册.md","预注册","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H301C4832301C4","MIG-20260605T120000Z-mig-BATCH","涨停接力","term","📖 概念\涨停接力.md","09_术语库\TERM-20260603T000000Z-mig-H301C4832301C4_涨停接力.md","涨停接力","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HB7E194BFB7E19","MIG-20260605T120000Z-mig-BATCH","涨停事件","term","📖 概念\涨停事件.md","09_术语库\TERM-20260603T000000Z-mig-HB7E194BFB7E19_涨停事件.md","涨停事件","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HA940DA32A940D","MIG-20260605T120000Z-mig-BATCH","涨停事件价量结构因子","term","📖 概念\涨停事件价量结构因子.md","09_术语库\TERM-20260604T000000Z-mig-HA940DA32A940D_涨停事件价量结构因子.md","涨停事件价量结构因子","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-HF4EA6A30F4EA6","MIG-20260605T120000Z-mig-BATCH","质量防御与价值质量组合","term","📖 概念\质量防御与价值质量组合.md","09_术语库\TERM-20260604T000000Z-mig-HF4EA6A30F4EA6_质量防御与价值质量组合.md","质量防御与价值质量组合","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H4AE91AAD4AE91","MIG-20260605T120000Z-mig-BATCH","质量盈利过滤","term","📖 概念\质量盈利过滤.md","09_术语库\TERM-20260604T000000Z-mig-H4AE91AAD4AE91_质量盈利过滤.md","质量盈利过滤","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H0619BBC80619B","MIG-20260605T120000Z-mig-BATCH","中期动量","term","📖 概念\中期动量.md","09_术语库\TERM-20260603T000000Z-mig-H0619BBC80619B_中期动量.md","中期动量","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HDA53FA5EDA53F","MIG-20260605T120000Z-mig-BATCH","状态归因","term","📖 概念\状态归因.md","09_术语库\TERM-20260603T000000Z-mig-HDA53FA5EDA53F_状态归因.md","状态归因","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H349176E034917","MIG-20260605T120000Z-mig-BATCH","状态切换","term","📖 概念\状态切换.md","09_术语库\TERM-20260603T000000Z-mig-H349176E034917_状态切换.md","状态切换","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-H29CE1EFF29CE1","MIG-20260605T120000Z-mig-BATCH","状态日志","term","📖 概念\状态日志.md","09_术语库\TERM-20260603T000000Z-mig-H29CE1EFF29CE1_状态日志.md","状态日志","migrated_unverified","legacy_raw"
"TERM-20260604T000000Z-mig-H96C3FBB596C3F","MIG-20260605T120000Z-mig-BATCH","资金曲线状态","term","📖 概念\资金曲线状态.md","09_术语库\TERM-20260604T000000Z-mig-H96C3FBB596C3F_资金曲线状态.md","资金曲线状态","migrated_unverified","legacy_raw"
"TERM-20260603T000000Z-mig-HD02AB933D02AB","MIG-20260605T120000Z-mig-BATCH","组合回撤预算","term","📖 概念\组合回撤预算.md","09_术语库\TERM-20260603T000000Z-mig-HD02AB933D02AB_组合回撤预算.md","组合回撤预算","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-1999MOSKOWITZ83801","MIG-20260605T120000Z-mig-BATCH","1999_Moskowitz_行业动量","literature","📚 文献\1999_Moskowitz_行业动量.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-1999MOSKOWITZ83801_L20260531-031DoIndustriesExplainMomentum.md","L20260531-031 Do Industries Explain Momentum?","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2001FLEMING73483","MIG-20260605T120000Z-mig-BATCH","2001_Fleming_波动率择时经济价值","literature","📚 文献\2001_Fleming_波动率择时经济价值.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2001FLEMING73483_L20260523-001TheEconomicValueofVolatilityTiming.md","L20260523-001 The Economic Value of Volatility Timing","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2002ANGBEKAERTF627B","MIG-20260605T120000Z-mig-BATCH","2002_Ang_Bekaert_状态转换资产配置","literature","📚 文献\2002_Ang_Bekaert_状态转换资产配置.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2002ANGBEKAERTF627B_L20260522-003InternationalAssetAllocationWithRegimeShifts.md","L20260522-003 International Asset Allocation With Regime Shifts","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2002CHORDIA822BF","MIG-20260605T120000Z-mig-BATCH","2002_Chordia_商业周期与动量","literature","📚 文献\2002_Chordia_商业周期与动量.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2002CHORDIA822BF_L20260522-004Momentum,BusinessCycle,andTime-VaryingExpectedR.md","L20260522-004 Momentum, Business Cycle, and Time-Varying Expected Returns","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2003PASTORSTAMBAUGHE1022","MIG-20260605T120000Z-mig-BATCH","2003_Pastor_Stambaugh_流动性风险","literature","📚 文献\2003_Pastor_Stambaugh_流动性风险.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2003PASTORSTAMBAUGHE1022_L20260522-008LiquidityRiskandExpectedStockReturns.md","L20260522-008 Liquidity Risk and Expected Stock Returns","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2004COOPERAF5D5","MIG-20260605T120000Z-mig-BATCH","2004_Cooper_市场状态与动量","literature","📚 文献\2004_Cooper_市场状态与动量.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2004COOPERAF5D5_L20260522-001MarketStatesandMomentum.md","L20260522-001 Market States and Momentum","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2008CAMPBELLTHOMPSON18E33","MIG-20260605T120000Z-mig-BATCH","2008_Campbell_Thompson_样本外预测约束","literature","📚 文献\2008_Campbell_Thompson_样本外预测约束.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2008CAMPBELLTHOMPSON18E33_L20260522-009PredictingExcessStockReturnsOutofSample.md","L20260522-009 Predicting Excess Stock Returns Out of Sample","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2009BOLLERSLEVC7471","MIG-20260605T120000Z-mig-BATCH","2009_Bollerslev_方差风险溢价","literature","📚 文献\2009_Bollerslev_方差风险溢价.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2009BOLLERSLEVC7471_L20260523-003ExpectedStockReturnsandVarianceRiskPremia.md","L20260523-003 Expected Stock Returns and Variance Risk Premia","migrated_unverified","legacy_raw"
