"File","ExId","Status","RD","DEC","Title","Path"
"EX-20260605T000000Z-mig-R202606050901D007_R20260605-090过热拥挤机制收益拖累总审计.md","","","","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T000000Z-mig-R202606050901D007_R20260605-090过热拥挤机制收益拖累总审计.md"
"EX-20260605T000000Z-mig-R2026060509171628_R20260605-091score大于5硬过滤合理性审计.md","","","","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T000000Z-mig-R2026060509171628_R20260605-091score大于5硬过滤合理性审计.md"
"EX-20260605T000000Z-mig-R202606050921DE42_R20260605-092顶刊文献启发过热拥挤判别研究计划.md","","","","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T000000Z-mig-R202606050921DE42_R20260605-092顶刊文献启发过热拥挤判别研究计划.md"
"EX-20260605T000000Z-mig-R20260605093A8E06_R20260605-0935到6分风险预算缩放研究计划.md","","","","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T000000Z-mig-R20260605093A8E06_R20260605-0935到6分风险预算缩放研究计划.md"
"EX-20260606T000758Z-main-VVVN_主题簇金融坏桶风险预算formal V2 AB预注册.md","","active","RD-20260605T131301Z-main-KC7N","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T000758Z-main-VVVN_主题簇金融坏桶风险预算formal V2 AB预注册.md"
"EX-20260606T012550Z-main-LM3D_动量评分尺度与Top4排名权重预注册.md","","active","RD-20260605T115651Z-main-CORE","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T012550Z-main-LM3D_动量评分尺度与Top4排名权重预注册.md"
"EX-20260606T021645Z-main-U7X2_A23 92_4_d09可见重跑与稳健性补证.md","","active","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T021645Z-main-U7X2_A23 92_4_d09可见重跑与稳健性补证.md"
"EX-20260606T134047Z-main-HPHZ_五方向接手证据映射与首轮路线预注册.md","","active","RD-20260605T115651Z-main-DP00","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T134047Z-main-HPHZ_五方向接手证据映射与首轮路线预注册.md"
"EX-20260606T140753Z-main-WXMD_资产属性分层扩展诊断与负控.md","","active","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T140753Z-main-WXMD_资产属性分层扩展诊断与负控.md"
"EX-20260607T111721Z-main-JQBL_避雷指南小市值源码复现与消融验证.md","","active","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T111721Z-main-JQBL_避雷指南小市值源码复现与消融验证.md"
"EX-20260605T115651Z-main-BASE_双池轮动基线资产盘点预注册.md","","completed","RD-20260605T115651Z-main-DP00","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T115651Z-main-BASE_双池轮动基线资产盘点预注册.md"
"EX-20260605T131309Z-main-QCVT_主题簇主线确认只读审计预注册.md","","completed","RD-20260605T131301Z-main-KC7N","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T131309Z-main-QCVT_主题簇主线确认只读审计预注册.md"
"EX-20260605T133336Z-main-DMB9_资产属性标签审计与hard5事件拆分.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T133336Z-main-DMB9_资产属性标签审计与hard5事件拆分.md"
"EX-20260605T133336Z-main-MZJE_hard5内部next-best选择只读代理.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T133336Z-main-MZJE_hard5内部next-best选择只读代理.md"
"EX-20260605T133336Z-main-UBVU_非金融高分放行关键窗口失败复核.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T133336Z-main-UBVU_非金融高分放行关键窗口失败复核.md"
"EX-20260605T133436Z-main-TZ5W_主题簇主线确认Formal V2 Shadow预注册.md","","completed","RD-20260605T131301Z-main-KC7N","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T133436Z-main-TZ5W_主题簇主线确认Formal V2 Shadow预注册.md"
"EX-20260605T135028Z-main-76GD_score大于5过滤状态面板诊断.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T135028Z-main-76GD_score大于5过滤状态面板诊断.md"
"EX-20260605T140100Z-main-B7VH_主题簇主线确认四段Shadow观察与订单隔离审计.md","","completed","RD-20260605T131301Z-main-KC7N","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T140100Z-main-B7VH_主题簇主线确认四段Shadow观察与订单隔离审计.md"
"EX-20260605T151211Z-main-JDPL_条件化score过热过滤formal V2关键窗口回测.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T151211Z-main-JDPL_条件化score过热过滤formal V2关键窗口回测.md"
"EX-20260605T165020Z-main-Z5EP_A19 ret5延续高分放行关键窗口与稳定性回测.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T165020Z-main-Z5EP_A19 ret5延续高分放行关键窗口与稳定性回测.md"
"EX-20260605T184943Z-main-Q3YU_A20-A21市场状态高分延续放行formal V2与路径依赖反证.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T184943Z-main-Q3YU_A20-A21市场状态高分延续放行formal V2与路径依赖反证.md"
"EX-20260605T220429Z-main-EQFU_A22高分状态风险预算formal V2四段回测.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T220429Z-main-EQFU_A22高分状态风险预算formal V2四段回测.md"
"EX-20260605T234635Z-main-CTRD_主题簇主线确认收益归因与负控预注册.md","","completed","RD-20260605T131301Z-main-KC7N","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260605T234635Z-main-CTRD_主题簇主线确认收益归因与负控预注册.md"
"EX-20260606T073600Z-main-R8M6_A23状态分层预算88_6探索四段回测.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T073600Z-main-R8M6_A23状态分层预算88_6探索四段回测.md"
"EX-20260606T075615Z-main-LVV7_A23完整邻域与cap成本稳健性补证.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T075615Z-main-LVV7_A23完整邻域与cap成本稳健性补证.md"
"EX-20260606T083100Z-main-D9QK_A23状态分层预算92_4_d09四段回测.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T083100Z-main-D9QK_A23状态分层预算92_4_d09四段回测.md"
"EX-20260606T140752Z-main-TC8U_TopN抗抖换仓formal AB预注册.md","","completed","RD-20260605T115651Z-main-EXE0","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T140752Z-main-TC8U_TopN抗抖换仓formal AB预注册.md"
"EX-20260606T183604Z-main-7YDQ_动量崩盘状态只读归因与错位负控.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T183604Z-main-7YDQ_动量崩盘状态只读归因与错位负控.md"
"EX-20260606T185537Z-main-5KZW_多周期动量确认formal AB预注册与资源阻塞记录.md","","completed","RD-20260605T115651Z-main-CORE","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T185537Z-main-5KZW_多周期动量确认formal AB预注册与资源阻塞记录.md"
"EX-20260606T191019Z-main-G4NN_波动率仓位管理旧证据复核与R010B5边界预注册.md","","completed","RD-20260605T115651Z-main-DEF0","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T191019Z-main-G4NN_波动率仓位管理旧证据复核与R010B5边界预注册.md"
"EX-20260606T191831Z-main-GWH9_R010B5与A23触发重叠拆分只读审计.md","","completed","RD-20260605T115651Z-main-DEF0","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T191831Z-main-GWH9_R010B5与A23触发重叠拆分只读审计.md"
"EX-20260606T193056Z-main-XA5G_R010B5静态平均仓位与非重合动作日归因只读审计.md","","completed","RD-20260605T115651Z-main-DEF0","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T193056Z-main-XA5G_R010B5静态平均仓位与非重合动作日归因只读审计.md"
"EX-20260606T194733Z-main-MFNT_市场级宽基动量崩盘只读面板预注册.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T194733Z-main-MFNT_市场级宽基动量崩盘只读面板预注册.md"
"EX-20260606T200545Z-main-GCHV_资产状态交互只读负控复核.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T200545Z-main-GCHV_资产状态交互只读负控复核.md"
"EX-20260606T201735Z-main-QK38_商品LOF尾部回撤放行formal AB预注册.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260606T201735Z-main-QK38_商品LOF尾部回撤放行formal AB预注册.md"
"EX-20260607T024332Z-main-UC3P_变种小狮子涨停基因小市值完整验证.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T024332Z-main-UC3P_变种小狮子涨停基因小市值完整验证.md"
"EX-20260607T033527Z-main-UKVS_涨停基因小市值修复防线验证.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T033527Z-main-UKVS_涨停基因小市值修复防线验证.md"
"EX-20260607T035232Z-main-8QKX_涨停基因组合防线分钟级执行复核.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T035232Z-main-8QKX_涨停基因组合防线分钟级执行复核.md"
"EX-20260607T062555Z-main-VJDG_涨停基因组合防线TWAP执行修复验证.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T062555Z-main-VJDG_涨停基因组合防线TWAP执行修复验证.md"
"EX-20260607T073711Z-main-WS6K_微盘低价涨停保护轮动公开策略复现验证.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T073711Z-main-WS6K_微盘低价涨停保护轮动公开策略复现验证.md"
"EX-20260607T081421Z-main-S5D6_微盘市值篮子TWAP容量感知修复预注册.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T081421Z-main-S5D6_微盘市值篮子TWAP容量感知修复预注册.md"
"EX-20260607T083033Z-main-C35J_TopN抗抖切换延迟负控与2024归因.md","","completed","RD-20260605T115651Z-main-EXE0","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T083033Z-main-C35J_TopN抗抖切换延迟负控与2024归因.md"
"EX-20260607T085553Z-main-SPDR_无低价排序TWAP流动性过滤修复预注册.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T085553Z-main-SPDR_无低价排序TWAP流动性过滤修复预注册.md"
"EX-20260607T094505Z-main-2AM7_无低价排序分日建仓TWAP容量修复预注册.md","","completed","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T094505Z-main-2AM7_无低价排序分日建仓TWAP容量修复预注册.md"
"EX-20260607T101347Z-main-VX4J_A23事件归因与成本换手约束只读预注册.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T101347Z-main-VX4J_A23事件归因与成本换手约束只读预注册.md"
"EX-20260607T103055Z-main-K3AC_A23同成本配对formal AB预注册.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T103055Z-main-K3AC_A23同成本配对formal AB预注册.md"
"EX-20260607T131209Z-main-A22N_A22原生字段等价审计预注册.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T131209Z-main-A22N_A22原生字段等价审计预注册.md"
"EX-20260607T131336Z-main-QXSS_A22原生字段与未来函数审计预注册.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T131336Z-main-QXSS_A22原生字段与未来函数审计预注册.md"
"EX-20260607T152511Z-main-EKZ8_A22原生字段日志与未来函数二次审计.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T152511Z-main-EKZ8_A22原生字段日志与未来函数二次审计.md"
"EX-20260607T154134Z-main-QTFV_A22原生forward shadow边界验证预注册.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T154134Z-main-QTFV_A22原生forward shadow边界验证预注册.md"
"EX-20260607T190303Z-main-NR75_A22生产前默认关闭与未来函数静态门禁.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T190303Z-main-NR75_A22生产前默认关闭与未来函数静态门禁.md"
"EX-20260607T192201Z-main-YA5R_A22默认关闭observe硬5路径隔离审计.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T192201Z-main-YA5R_A22默认关闭observe硬5路径隔离审计.md"
"EX-20260607T215224Z-main-LWC4_A22默认关闭observe近端forward样本门禁.md","","completed","RD-20260605T133318Z-main-H6V3","",,"E:\【笔记库】\量化研究库_V2.0.0\04_实验记录\EX-20260607T215224Z-main-LWC4_A22默认关闭observe近端forward样本门禁.md"
